game_urn,player_urn,seq_idx,event_date_time,game_time,winning_team,player,team_urn,team,champion,level,alive,health,current_gold,total_gold,gold_per_second,pos_x,pos_y,minions_killed,neutral_minions_killed,neutral_minions_killed_your_jungle,neutral_minions_killed_enemy_jungle,champs_killed,deaths,assists,wards_placed,wards_killed,vision_score,total_damage_dealt_champions,total_damage_taken,item_1_id,item_2_id,item_3_id,item_4_id,item_5_id,item_6_id,item_7_id
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:f71f63d9-8116-3f70-8f1d-473f68f07653,17,6/14/2023 9:13 PM,1008,,Gori,live:lol:riot:team:99294153824386385,GG,Ahri,1,True,590,500,500,0,14321,14673,0,0,0,0,0,0,0,0,0,0,0,0,2419,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:da579c1d-57b1-3e2e-824c-f6ee9ada19dc,17,6/14/2023 9:13 PM,1008,,Stixxay,live:lol:riot:team:99294153824386385,GG,Lucian,1,True,641,500,500,0,14589,14454,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:37643ce5-d0ef-31f1-a000-ac08512edb29,17,6/14/2023 9:13 PM,1008,,huhi,live:lol:riot:team:99294153824386385,GG,Nami,1,True,560,500,500,0,14055,14493,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,18,6/14/2023 9:13 PM,1075,,Fudge,live:lol:riot:team:98767991877340524,C9,KSante,1,True,610,500,500,0,603,611,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,18,6/14/2023 9:13 PM,1075,,Blaber,live:lol:riot:team:98767991877340524,C9,Kindred,1,True,610,500,500,0,662,285,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,18,6/14/2023 9:13 PM,1075,,EMENES,live:lol:riot:team:98767991877340524,C9,Gragas,1,True,670,500,500,0,362,135,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,18,6/14/2023 9:13 PM,1075,,Berserker,live:lol:riot:team:98767991877340524,C9,Zeri,1,True,630,500,500,0,130,401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,18,6/14/2023 9:13 PM,1075,,Zven,live:lol:riot:team:98767991877340524,C9,Milio,1,True,560,500,500,0,298,675,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:5b83854f-e384-3428-ba34-6e138b1619c7,18,6/14/2023 9:13 PM,1075,,Licorice,live:lol:riot:team:99294153824386385,GG,Ornn,1,True,660,500,500,0,14103,14195,0,0,0,0,0,0,0,0,0,0,0,0,1054,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,18,6/14/2023 9:13 PM,1075,,River,live:lol:riot:team:99294153824386385,GG,Jax,1,True,665,500,500,0,14426,14170,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:f71f63d9-8116-3f70-8f1d-473f68f07653,18,6/14/2023 9:13 PM,1075,,Gori,live:lol:riot:team:99294153824386385,GG,Ahri,1,True,590,500,500,0,14321,14673,0,0,0,0,0,0,0,0,0,0,0,0,2419,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:da579c1d-57b1-3e2e-824c-f6ee9ada19dc,18,6/14/2023 9:13 PM,1075,,Stixxay,live:lol:riot:team:99294153824386385,GG,Lucian,1,True,641,500,500,0,14589,14454,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:37643ce5-d0ef-31f1-a000-ac08512edb29,18,6/14/2023 9:13 PM,1075,,huhi,live:lol:riot:team:99294153824386385,GG,Nami,1,True,560,500,500,0,14055,14493,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,19,6/14/2023 9:13 PM,1075,,Fudge,live:lol:riot:team:98767991877340524,C9,KSante,1,True,610,500,500,0,603,611,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,19,6/14/2023 9:13 PM,1075,,Blaber,live:lol:riot:team:98767991877340524,C9,Kindred,1,True,610,500,500,0,662,285,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,19,6/14/2023 9:13 PM,1075,,EMENES,live:lol:riot:team:98767991877340524,C9,Gragas,1,True,670,500,500,0,362,135,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,19,6/14/2023 9:13 PM,1075,,Berserker,live:lol:riot:team:98767991877340524,C9,Zeri,1,True,630,500,500,0,130,401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,19,6/14/2023 9:13 PM,1075,,Zven,live:lol:riot:team:98767991877340524,C9,Milio,1,True,560,500,500,0,298,675,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:5b83854f-e384-3428-ba34-6e138b1619c7,19,6/14/2023 9:13 PM,1075,,Licorice,live:lol:riot:team:99294153824386385,GG,Ornn,1,True,660,500,500,0,14103,14195,0,0,0,0,0,0,0,0,0,0,0,0,1054,2003,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,19,6/14/2023 9:13 PM,1075,,River,live:lol:riot:team:99294153824386385,GG,Jax,1,True,665,500,500,0,14426,14170,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:f71f63d9-8116-3f70-8f1d-473f68f07653,19,6/14/2023 9:13 PM,1075,,Gori,live:lol:riot:team:99294153824386385,GG,Ahri,1,True,590,500,500,0,14321,14673,0,0,0,0,0,0,0,0,0,0,0,0,2419,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:da579c1d-57b1-3e2e-824c-f6ee9ada19dc,19,6/14/2023 9:13 PM,1075,,Stixxay,live:lol:riot:team:99294153824386385,GG,Lucian,1,True,641,500,500,0,14589,14454,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:37643ce5-d0ef-31f1-a000-ac08512edb29,19,6/14/2023 9:13 PM,1075,,huhi,live:lol:riot:team:99294153824386385,GG,Nami,1,True,560,500,500,0,14055,14493,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,20,6/14/2023 9:13 PM,1409,,Fudge,live:lol:riot:team:98767991877340524,C9,KSante,1,True,610,500,500,0,603,611,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,20,6/14/2023 9:13 PM,1409,,Blaber,live:lol:riot:team:98767991877340524,C9,Kindred,1,True,610,500,500,0,662,285,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,20,6/14/2023 9:13 PM,1409,,EMENES,live:lol:riot:team:98767991877340524,C9,Gragas,1,True,670,500,500,0,362,135,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,20,6/14/2023 9:13 PM,1409,,Berserker,live:lol:riot:team:98767991877340524,C9,Zeri,1,True,630,500,500,0,130,401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,20,6/14/2023 9:13 PM,1409,,Zven,live:lol:riot:team:98767991877340524,C9,Milio,1,True,560,500,500,0,298,675,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:5b83854f-e384-3428-ba34-6e138b1619c7,20,6/14/2023 9:13 PM,1409,,Licorice,live:lol:riot:team:99294153824386385,GG,Ornn,1,True,660,500,500,0,14103,14195,0,0,0,0,0,0,0,0,0,0,0,0,1054,2003,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,20,6/14/2023 9:13 PM,1409,,River,live:lol:riot:team:99294153824386385,GG,Jax,1,True,665,500,500,0,14426,14170,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:f71f63d9-8116-3f70-8f1d-473f68f07653,20,6/14/2023 9:13 PM,1409,,Gori,live:lol:riot:team:99294153824386385,GG,Ahri,1,True,590,500,500,0,14321,14673,0,0,0,0,0,0,0,0,0,0,0,0,2419,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:da579c1d-57b1-3e2e-824c-f6ee9ada19dc,20,6/14/2023 9:13 PM,1409,,Stixxay,live:lol:riot:team:99294153824386385,GG,Lucian,1,True,641,500,500,0,14589,14454,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:37643ce5-d0ef-31f1-a000-ac08512edb29,20,6/14/2023 9:13 PM,1409,,huhi,live:lol:riot:team:99294153824386385,GG,Nami,1,True,560,500,500,0,14055,14493,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,21,6/14/2023 9:13 PM,1908,,Fudge,live:lol:riot:team:98767991877340524,C9,KSante,1,True,610,500,500,0,603,611,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,21,6/14/2023 9:13 PM,1908,,Blaber,live:lol:riot:team:98767991877340524,C9,Kindred,1,True,610,500,500,0,662,285,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,21,6/14/2023 9:13 PM,1908,,EMENES,live:lol:riot:team:98767991877340524,C9,Gragas,1,True,670,500,500,0,362,135,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,21,6/14/2023 9:13 PM,1908,,Berserker,live:lol:riot:team:98767991877340524,C9,Zeri,1,True,630,500,500,0,130,401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,21,6/14/2023 9:13 PM,1908,,Zven,live:lol:riot:team:98767991877340524,C9,Milio,1,True,560,500,500,0,298,675,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:5b83854f-e384-3428-ba34-6e138b1619c7,21,6/14/2023 9:13 PM,1908,,Licorice,live:lol:riot:team:99294153824386385,GG,Ornn,1,True,660,500,500,0,14103,14195,0,0,0,0,0,0,0,0,0,0,0,0,1054,2003,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,21,6/14/2023 9:13 PM,1908,,River,live:lol:riot:team:99294153824386385,GG,Jax,1,True,665,500,500,0,14426,14170,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:f71f63d9-8116-3f70-8f1d-473f68f07653,21,6/14/2023 9:13 PM,1908,,Gori,live:lol:riot:team:99294153824386385,GG,Ahri,1,True,590,500,500,0,14321,14673,0,0,0,0,0,0,0,0,0,0,0,0,2419,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:da579c1d-57b1-3e2e-824c-f6ee9ada19dc,21,6/14/2023 9:13 PM,1908,,Stixxay,live:lol:riot:team:99294153824386385,GG,Lucian,1,True,641,500,500,0,14589,14454,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:37643ce5-d0ef-31f1-a000-ac08512edb29,21,6/14/2023 9:13 PM,1908,,huhi,live:lol:riot:team:99294153824386385,GG,Nami,1,True,560,500,500,0,14055,14493,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,22,6/14/2023 9:13 PM,2009,,Fudge,live:lol:riot:team:98767991877340524,C9,KSante,1,True,610,500,500,0,603,611,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,22,6/14/2023 9:13 PM,2009,,Blaber,live:lol:riot:team:98767991877340524,C9,Kindred,1,True,610,500,500,0,662,285,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,22,6/14/2023 9:13 PM,2009,,EMENES,live:lol:riot:team:98767991877340524,C9,Gragas,1,True,670,500,500,0,362,135,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,22,6/14/2023 9:13 PM,2009,,Berserker,live:lol:riot:team:98767991877340524,C9,Zeri,1,True,630,500,500,0,130,401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,22,6/14/2023 9:13 PM,2009,,Zven,live:lol:riot:team:98767991877340524,C9,Milio,1,True,560,500,500,0,298,675,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:5b83854f-e384-3428-ba34-6e138b1619c7,22,6/14/2023 9:13 PM,2009,,Licorice,live:lol:riot:team:99294153824386385,GG,Ornn,1,True,748,0,500,0,14103,14195,0,0,0,0,0,0,0,0,0,0,0,0,1054,2003,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,22,6/14/2023 9:13 PM,2009,,River,live:lol:riot:team:99294153824386385,GG,Jax,1,True,665,500,500,0,14426,14170,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:f71f63d9-8116-3f70-8f1d-473f68f07653,22,6/14/2023 9:13 PM,2009,,Gori,live:lol:riot:team:99294153824386385,GG,Ahri,1,True,590,500,500,0,14321,14673,0,0,0,0,0,0,0,0,0,0,0,0,2419,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:da579c1d-57b1-3e2e-824c-f6ee9ada19dc,22,6/14/2023 9:13 PM,2009,,Stixxay,live:lol:riot:team:99294153824386385,GG,Lucian,1,True,641,500,500,0,14589,14454,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:37643ce5-d0ef-31f1-a000-ac08512edb29,22,6/14/2023 9:13 PM,2009,,huhi,live:lol:riot:team:99294153824386385,GG,Nami,1,True,560,500,500,0,14055,14493,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,23,6/14/2023 9:13 PM,2076,,Fudge,live:lol:riot:team:98767991877340524,C9,KSante,1,True,610,500,500,0,603,611,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,23,6/14/2023 9:13 PM,2076,,Blaber,live:lol:riot:team:98767991877340524,C9,Kindred,1,True,610,500,500,0,662,285,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,23,6/14/2023 9:13 PM,2076,,EMENES,live:lol:riot:team:98767991877340524,C9,Gragas,1,True,670,500,500,0,362,135,0,0,0,0,0,0,0,0,0,0,0,0,1056,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,23,6/14/2023 9:13 PM,2076,,Berserker,live:lol:riot:team:98767991877340524,C9,Zeri,1,True,630,500,500,0,130,401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,23,6/14/2023 9:13 PM,2076,,Zven,live:lol:riot:team:98767991877340524,C9,Milio,1,True,560,500,500,0,298,675,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:5b83854f-e384-3428-ba34-6e138b1619c7,23,6/14/2023 9:13 PM,2076,,Licorice,live:lol:riot:team:99294153824386385,GG,Ornn,1,True,748,0,500,0,14103,14195,0,0,0,0,0,0,0,0,0,0,0,0,1054,2003,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,23,6/14/2023 9:13 PM,2076,,River,live:lol:riot:team:99294153824386385,GG,Jax,1,True,665,500,500,0,14426,14170,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:f71f63d9-8116-3f70-8f1d-473f68f07653,23,6/14/2023 9:13 PM,2076,,Gori,live:lol:riot:team:99294153824386385,GG,Ahri,1,True,590,500,500,0,14321,14673,0,0,0,0,0,0,0,0,0,0,0,0,2419,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:da579c1d-57b1-3e2e-824c-f6ee9ada19dc,23,6/14/2023 9:13 PM,2076,,Stixxay,live:lol:riot:team:99294153824386385,GG,Lucian,1,True,641,500,500,0,14589,14454,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:37643ce5-d0ef-31f1-a000-ac08512edb29,23,6/14/2023 9:13 PM,2076,,huhi,live:lol:riot:team:99294153824386385,GG,Nami,1,True,560,500,500,0,14055,14493,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:051c9431-16d0-3872-98c4-c36fb164d5fd,24,6/14/2023 9:13 PM,2142,,Fudge,live:lol:riot:team:98767991877340524,C9,KSante,1,True,610,500,500,0,603,611,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:7f12e011-7e41-3b24-a73e-4b2ac311122e,24,6/14/2023 9:13 PM,2142,,Blaber,live:lol:riot:team:98767991877340524,C9,Kindred,1,True,610,500,500,0,662,285,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:8146eacb-7313-3639-ac26-05602336c394,24,6/14/2023 9:13 PM,2142,,EMENES,live:lol:riot:team:98767991877340524,C9,Gragas,1,True,670,500,500,0,362,135,0,0,0,0,0,0,0,0,0,0,0,0,1056,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:571444c9-662e-38fc-b857-4fac1f44a1a8,24,6/14/2023 9:13 PM,2142,,Berserker,live:lol:riot:team:98767991877340524,C9,Zeri,1,True,630,500,500,0,130,401,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:c5b97127-7d85-3d54-ab35-e75d74488aa3,24,6/14/2023 9:13 PM,2142,,Zven,live:lol:riot:team:98767991877340524,C9,Milio,1,True,560,500,500,0,298,675,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:5b83854f-e384-3428-ba34-6e138b1619c7,24,6/14/2023 9:13 PM,2142,,Licorice,live:lol:riot:team:99294153824386385,GG,Ornn,1,True,748,0,500,0,14103,14195,0,0,0,0,0,0,0,0,0,0,0,0,1054,2003,,,,,
live:lol:riot:map:esportstmnt01-3373466,live:lol:riot:player:6d68f827-0469-30af-878b-3c6c718e8d5a,24,6/14/2023 9:13 PM,2142,,River,live:lol:riot:team:99294153824386385,GG,Jax,1,True,665,500,500,0,14426,14170,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
